ID,k__Bacteria_0;p__;c__;o__;f__;g__;s__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes_0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium_0;s__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__plebeius_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_0;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__putredinis_0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]_0;g__;s__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella_0;s__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_0;f__;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__crossotus_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_0;g__;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__formicilis_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii_0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister_0;s__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium_0;s__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae_0;g__;s__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella_0;s__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae_0;g__;s__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae_0;g__;s__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila_0
ERR2730214,-0.0859564798627341,-0.0295956780053369,1.10869639989591,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.0555414785356279,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.469880344049058,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,0.660804489681957,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730215,-0.0859564798627341,-0.0295956780053369,0.591280550317074,1.64174467782065,0.263002166361624,1.001071885984,-0.0255486323123004,0.580441734481628,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,1.26371488023437,-0.18616145974515,1.00457871094891,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,0.924045924456538,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730216,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,0.634460490946091,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,0.692242437109993,-0.0585044144995542,0.57016135314282,-0.403922170250577,1.17697428465091,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,0.757703411829992
ERR2730217,-0.0859564798627341,-0.0295956780053369,0.854521985091655,1.76489986168853,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,0.634460490946091,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,0.561224502457114,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,-0.145245010083005,0.857184962034069,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,0.967731669941122,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730218,-0.0859564798627341,-0.0295956780053369,0.901265388633981,1.70767319152895,0.622898821246427,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,0.561224502457114,-0.262000072329332,-0.0585044144995542,0.750706953624752,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730220,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,0.384424329247087,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,0.579894177963091,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,1.06021922240459,-0.0585044144995542,0.339264474549067,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730221,-0.0859564798627341,-0.0295956780053369,0.591280550317074,1.1786341375438,0.622898821246427,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.687193339832533,-0.403922170250577,0.824791766539551,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,0.70474261237479,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,0.975759172429209
ERR2730222,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,0.580441734481628,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,0.772403921399287,-0.023463608734783,0.99916470386355,-0.0569279196240837,-0.022704260611528,0.941412255684135,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,0.967984047149371,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730223,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,0.479210648625288,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,0.826102166798376,-0.18616145974515,0.281475026896168,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730224,-0.0859564798627341,-0.0295956780053369,0.591280550317074,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.563696966995259,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,0.206410347043375,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730225,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.014753383035563,0.345457337563042,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730226,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.853347416915742,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,0.281475026896168,0.896147675075219,0.857184962034069,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,0.55934684892318,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730227,-0.0859564798627341,-0.0295956780053369,0.802133915631967,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,0.580441734481628,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.433737429011908,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.151591342943571,0.000648417320473715,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730229,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.255487476812293,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730230,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,1.34777653664415,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730231,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,0.680125491406001,-0.0403207991742299,-0.0255486323123004,0.580441734481628,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,1.27399894550215,1.46789808509949,-0.0422279812946752,1.19022669525704,-0.022704260611528,-0.0999804294740896,0.984960404249921,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,0.561224502457114,-0.262000072329332,-0.0585044144995542,0.255487476812293,0.000648417320473715,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730232,2.04758242850748,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,0.851943279977505,-0.0585044144995542,-0.18616145974515,0.867740751040898,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730233,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,0.556970307538118,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,1.43443377421019,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.651575480622737,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730234,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,1.05267383977508,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,1.39138126436018,-0.296641039575735,-0.143690759437553,-0.0963311611754184,0.833344376098725,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.151591342943571,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,0.470659406341422,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730235,-0.0859564798627341,-0.0295956780053369,0.854521985091655,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,0.524619437688531,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.318782913310209,-0.143690759437553,0.788275420122512,-0.0512622051992049,-0.0187710645860366,0.935825350951968,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,0.605986118409672,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730237,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.469880344049058,0.281475026896168,1.01110219077692,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730238,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.339264474549067,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730241,-0.0859564798627341,-0.0295956780053369,0.357197344283706,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,1.39138126436018,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,0.000648417320473715,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730242,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,0.580441734481628,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,0.255487476812293,0.115602933022173,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730243,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,-0.145245010083005,-0.0722339636802232,1.40981660388751,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730244,-0.0859564798627341,-0.0295956780053369,1.16045931525038,-0.143585157190121,-0.186966842314424,1.74500903583654,-0.0255486323123004,0.995415082452446,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,0.720180580571382,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,0.660804489681957,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730245,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,0.827678661673847,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730246,-0.0859564798627341,-0.0295956780053369,0.901265388633981,-0.143585157190121,0.263002166361624,-0.0403207991742299,-0.0255486323123004,0.358592984865272,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.247427004774541,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,-0.262000072329332,-0.0585044144995542,-0.18616145974515,-0.403922170250577,1.43071217868075,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,0.55934684892318,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730247,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,0.772403921399287,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,0.247427004774541,-0.143690759437553,-0.0963311611754184,1.33493940020159,-0.0187710645860366,-0.105567334206257,1.08074960572986,0.215121182390331,-0.0585044144995542,0.014753383035563,0.206410347043375,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,1.13045896743882,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
ERR2730248,-0.0859564798627341,-0.0295956780053369,-0.18687070006657,-0.143585157190121,-0.186966842314424,-0.0403207991742299,-0.0255486323123004,-0.118528269854391,-0.0640438924309182,-0.0853448207707794,-0.0301309705525152,-0.112202659898643,-0.023463608734783,-0.0422279812946752,-0.0569279196240837,-0.022704260611528,-0.0999804294740896,-0.296641039575735,-0.143690759437553,-0.0963311611754184,-0.0512622051992049,-0.0187710645860366,-0.105567334206257,-0.0755975951300607,0.436969932006687,1.09784278636037,0.151591342943571,0.450617425996521,-0.145245010083005,-0.0722339636802232,-0.0815450899467628,-0.020955317274768,-0.0734086380088541,-0.073661015217103,-0.0270564000218085,-0.117346760701687,-0.0435457223285226,-0.0267532597416709,-0.126903169467938
